College,"{'one': 1861, 'zero': 1899}"
INCOME,56749.34707446808
OVERAGE,36.42686170212766
LEFTOVER,7.087234042553192
HOUSE,489219.03324468085
Handset Price,264.60691489361704
Overage15mins,2.7944148936170214
Average,8.562234042553191
satisfaction,"{'unsat': 903, 'very_unsat': 1712, 'very_sat': 1103, 'sat': 42}"
usage level,"{'0': 1, '43': 1, '244': 1, '60': 1, '164': 1, '55': 1, '76': 1, '47': 1, '38': 1, '206': 1, '59': 1, '154': 1, '148': 1, '45': 1, '72': 1, '62': 1, '51': 1, '49': 1, '39': 1, '33': 1, '50': 1, '61': 1, '69': 1, '152': 1, '52': 1, '63': 1, '85': 1, '187': 1, '100': 1, '77': 1, '58': 1, '86': 1, '54': 1, '73': 1, '87': 1, '44': 1, '74': 1, '57': 1, '66': 1, '40': 1, '67': 1, '71': 1, '56': 1, '137': 1, '70': 1, '75': 1, '198': 1, '82': 1, '27': 1, '171': 1, '37': 1, '203': 1, '68': 1, '248': 1, '65': 1, '89': 1, '41': 1, '90': 1, '236': 1, '64': 1, '36': 1, '35': 1, '143': 1, '53': 1, '48': 1, '80': 1, '92': 1, '94': 1, '254': 1, '177': 1, '28': 1, '172': 1, '96': 1, '34': 1, '174': 1, '263': 1, '160': 1, '179': 1, '183': 1, '46': 1, '88': 1, '200': 1, '175': 1, '182': 1, '191': 1, '79': 1, '151': 1, '205': 1, '150': 1, '189': 1, '42': 1, '186': 1, '169': 1, '146': 1, '32': 1, '208': 1, '98': 1, '29': 1, '162': 1, '178': 1, '84': 1, '101': 1, '226': 1, '149': 1, '78': 1, '81': 1, '128': 1, '207': 1, '219': 1, '168': 1, '185': 1, '132': 1, '213': 1, '170': 1, '20': 1, '216': 1, '196': 1, '23': 1, '140': 1, '233': 1, '214': 1, '192': 1, '161': 1, '212': 1, '22': 1, '167': 1, '217': 1, '180': 1, '83': 1, '91': 1, '211': 1, '30': 1, '202': 1, '31': 1, '184': 1, '155': 1, '195': 1, '188': 1, '232': 1, '123': 1, '133': 1, '147': 1, '249': 1, '95': 1, '223': 1, '215': 1, '209': 1, '260': 1, '221': 1, '156': 1, '240': 1, '252': 1, '26': 1, '173': 1, '24': 1, '218': 1, '163': 1, '93': 1, '225': 1, '194': 1, '-2': 1, '197': 1, '190': 1, '176': 1, '25': 1, '220': 1, '119': 1, '157': 1, '242': 1, '141': 1, '159': 1, '227': 1, '204': 1, '158': 1, '247': 1, '181': 1, '139': 1, '3': 1, '131': 1, '251': 1}"
considering,"{'considering': 2107, 'actively_looking_into_it': 1379, 'never_thought': 274}"
leave,"{'STAY': 2397, 'LEAVE': 1363}"
Median for House Value:,447655
Median for Income,49439
